direction	opcode	value	owner_doc	cpp_ref	parser_serializer	handler	status	processing	test_gate	notes
CMSG	CMSG_UNLOCK_VOID_STORAGE	0x31A2	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/VoidStorageHandler.cpp:33	parser required in wow-packet/wow-world	missing dispatch/handler for HandleVoidStorageUnlock	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_UNSTABLE_PET	0x3169	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/NPCHandler.cpp:474	parser required in wow-packet/wow-world	missing dispatch/handler for HandleUnstablePet	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_UPDATE_AADC_STATUS	0x3741	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ChatHandler.cpp:784	WorldPackets::Chat::UpdateAADCStatus parser in wow-packet/chat.rs	crates/wow-world/src/handlers/chat.rs:handle_update_aadc_status	LoggedIn	PROCESS_INPLACE	#NEXT.R8.ENTITIES.880	represented-complete_update_aadc_status
CMSG	CMSG_UPDATE_ACCOUNT_DATA	0x3695	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:690	WorldPackets::ClientConfig::UserClientUpdateAccountData parser + zlib/CString decode + DB-backed SetAccountData	crates/wow-world/src/handlers/misc.rs:handle_update_account_data	Authed	PROCESS_THREADUNSAFE	#NEXT.R8.ENTITIES.883	represented-complete_account_data_db_persistence
CMSG	CMSG_UPDATE_AREA_TRIGGER_VISUAL	0x329E	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.826	crates/wow-world/src/handlers/misc.rs:handle_update_area_trigger_visual	Authed	PROCESS_INPLACE	#SERVER.TEST.003	represented-complete_cpp_unhandled_null
CMSG	CMSG_UPDATE_CLIENT_SETTINGS	0x3666	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.823	crates/wow-world/src/handlers/misc.rs:handle_unhandled_client_null_like_cpp	Authed	PROCESS_INPLACE	#SERVER.TEST.003	represented-complete_cpp_unhandled_null
CMSG	CMSG_UPDATE_CRAFTING_NPC_RECIPES	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_INPLACE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_UPDATE_MISSILE_TRAJECTORY	0x3A43	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:542	parser required in wow-packet/wow-world	missing dispatch/handler for HandleUpdateMissileTrajectory	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_UPDATE_RAID_TARGET	0x3653	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/GroupHandler.cpp:424	parser implemented in wow-packet::packets::party::UpdateRaidTarget	dispatch/handler implemented in WorldSession::handle_update_raid_target	#NEXT.R8.ENTITIES.793	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	represented_partial_target_icons
CMSG	CMSG_UPDATE_SPELL_VISUAL	0x329D	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.826	crates/wow-world/src/handlers/misc.rs:handle_update_spell_visual	Authed	PROCESS_INPLACE	#SERVER.TEST.003	represented-complete_cpp_unhandled_null
CMSG	CMSG_UPDATE_VAS_PURCHASE_STATES	0x36FB	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/character.rs:handle_vas_stub	Authed	PROCESS_INPLACE	#SERVER.TEST.003	cpp_unhandled_null,cpp_unhandled_registered_in_rust
CMSG	CMSG_UPGRADE_GARRISON	0xBADD	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	missing opcode constant	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_opcode_constant,cpp_unhandled_null
CMSG	CMSG_UPGRADE_RUNEFORGE_LEGENDARY	0xBADD	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:1318	missing opcode constant	missing dispatch/handler for HandleUpgradeRuneforgeLegendary	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_opcode_constant
CMSG	CMSG_USED_FOLLOW	0x3189	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	WorldPackets::Null shape; no parser needed beyond dispatch by #NEXT.R8.ENTITIES.826	crates/wow-world/src/handlers/misc.rs:handle_used_follow	Authed	PROCESS_INPLACE	#SERVER.TEST.003	represented-complete_cpp_unhandled_null
CMSG	CMSG_USE_CRITTER_ITEM	0x3241	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ItemHandler.cpp:1166	parser required in wow-packet/wow-world	missing dispatch/handler for HandleUseCritterItem	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_USE_EQUIPMENT_SET	0x3995	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/CharacterHandler.cpp:1967	crates/wow-packet/src/packets/misc.rs UseEquipmentSet parser	crates/wow-world/src/handlers/character.rs handle_use_equipment_set; crates/wow-world/src/session.rs dispatch	STATUS_LOGGEDIN	Inplace	#NEXT.R8.ENTITIES.919 represented-partial equipment_set_use_direct_inventory_only	-
CMSG	CMSG_USE_ITEM	0x3298	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/SpellHandler.cpp:46	parser required in wow-packet/wow-world	missing dispatch/handler for HandleUseItemOpcode	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_USE_TOY	0x329A	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ToyHandler.cpp:54	parser required in wow-packet/wow-world	missing dispatch/handler for HandleUseToy	-	PROCESS_INPLACE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_VAS_CHECK_TRANSFER_OK	0x3713	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_VAS_GET_QUEUE_MINUTES	0x3712	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_VAS_GET_SERVICE_STATUS	0x3711	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_VIOLENCE_LEVEL	0x3187	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:1209	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_violence_level	Authed	PROCESS_INPLACE	#HANDLERS.TEST.003	-
CMSG	CMSG_VOICE_CHANNEL_STT_TOKEN_REQUEST	0x3717	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_VOICE_CHAT_JOIN_CHANNEL	0x3718	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_VOICE_CHAT_LOGIN	0x3716	server.md	/home/server/woltk-trinity-legacy/src/server/game/Server/WorldSession.cpp:803	parser required in wow-packet/wow-world	missing dispatch/handler for Handle_NULL	-	PROCESS_THREADUNSAFE	#SERVER.TEST.003	missing_rust_dispatch,cpp_unhandled_null
CMSG	CMSG_VOID_STORAGE_TRANSFER	0x31A4	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/VoidStorageHandler.cpp:90	parser required in wow-packet/wow-world	missing dispatch/handler for HandleVoidStorageTransfer	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_WARDEN3_DATA	0x35ED	-	/home/server/woltk-trinity-legacy/src/server/-:-	parser required in wow-packet/wow-world	missing dispatch/handler for HandleWardenData	-	PROCESS_THREADUNSAFE		missing_rust_dispatch
CMSG	CMSG_WHO	0x3683	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:91	parser required in wow-packet/wow-world	missing dispatch/handler for HandleWhoOpcode	-	PROCESS_THREADSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_WHO_IS	0x3682	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MiscHandler.cpp:811	parser required in wow-packet/wow-world	missing dispatch/handler for HandleWhoIsOpcode	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
CMSG	CMSG_WORLD_PORT_RESPONSE	0x35FA	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/MovementHandler.cpp:44	parser required in wow-packet/wow-world	crates/wow-world/src/handlers/misc.rs:handle_world_port_response	Transfer	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	-
CMSG	CMSG_WRAP_ITEM	0x3994	handlers.md	/home/server/woltk-trinity-legacy/src/server/game/Handlers/ItemHandler.cpp:775	parser required in wow-packet/wow-world	missing dispatch/handler for HandleWrapItem	-	PROCESS_THREADUNSAFE	#HANDLERS.TEST.003	missing_rust_dispatch
SMSG	SMSG_ABORT_NEW_WORLD	0x2598	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1028	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_COSMETIC_ADDED	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1029	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ACCOUNT_CRITERIA_UPDATE	0x2868	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1030	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_DATA_TIMES	0x270A	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1031	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_EXPORT_RESPONSE	0x28A7	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1032	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_HEIRLOOM_UPDATE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1033	missing opcode constant/serializer	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ACCOUNT_MOUNT_REMOVED	0x25AF	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1034	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_MOUNT_UPDATE	0x25AE	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1035	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_NOTIFICATIONS_RESPONSE	0x2883	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1036	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_TOY_UPDATE	0x25B0	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1037	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACCOUNT_TRANSMOG_SET_FAVORITES_UPDATE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1038	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ACCOUNT_TRANSMOG_UPDATE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1039	missing opcode constant/serializer	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ACHIEVEMENT_DELETED	0x26E8	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1040	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACHIEVEMENT_EARNED	0x2643	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1041	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACTIVATE_ESSENCE_FAILED	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1042	missing opcode constant/serializer	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ACTIVATE_SOULBIND_FAILED	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1043	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ACTIVATE_TAXI_REPLY	0x267D	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1044	WorldPackets::Taxi::ActivateTaxiReply 4-bit serializer in wow-packet/misc.rs by #NEXT.R8.ENTITIES.906	crates/wow-world/src/handlers/misc.rs:handle_activate_taxi	STATUS_NEVER	CONNECTION_TYPE_REALM	#NEXT.R8.ENTITIES.906	represented-partial_activate_taxi_too_far_reply
SMSG	SMSG_ACTIVE_GLYPHS	0x2C51	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1045	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ACTIVE_SCHEDULED_WORLD_STATE_INFO	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1046	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ADDON_LIST_REQUEST	0x2642	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1047	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ADD_BATTLENET_FRIEND_RESPONSE	0x263D	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1048	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ADD_ITEM_PASSIVE	0x25AA	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1049	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ADD_LOSS_OF_CONTROL	0x2671	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1050	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ADD_RUNE_POWER	0x26B8	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1051	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ADJUST_SPLINE_DURATION	0x25D0	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1052	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ADVANCED_COMBAT_LOG	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1053	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ADVENTURE_JOURNAL_DATA_RESPONSE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1054	missing opcode constant/serializer	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_AE_LOOT_TARGETS	0x2618	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1055	serializer present; C++ u32 Count shape and represented CMSG_LOOT_UNIT callsite covered by #NEXT.R8.ENTITIES.217	crates/wow-packet/src/packets/loot.rs:AELootTargets; crates/wow-world/src/handlers/loot.rs:handle_loot_unit	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	ae_loot_targets_cpp_shape,loot_unit_ae_loot_targets
SMSG	SMSG_AE_LOOT_TARGET_ACK	0x2619	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1056	serializer present; C++ empty payload and represented CMSG_LOOT_UNIT per-target ack callsite covered by #NEXT.R8.ENTITIES.217	crates/wow-packet/src/packets/loot.rs:AELootTargetsAck; crates/wow-world/src/handlers/loot.rs:handle_loot_unit	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	ae_loot_targets_ack_empty,loot_unit_ae_loot_targets
SMSG	SMSG_AI_REACTION	0x26B5	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1057	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ALLIED_RACE_DETAILS	0x27FC	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1058	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ALL_ACCOUNT_CRITERIA	0x2571	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1059	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ALL_ACHIEVEMENT_DATA	0x2570	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1060	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ALL_GUILD_ACHIEVEMENTS	0x29B8	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1061	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_APPLY_MOUNT_EQUIPMENT_RESULT	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1062	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ARCHAEOLOGY_SURVERY_CAST	0x2586	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1063	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_POI_UPDATE_RESPONSE	0x3010	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1064	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_SPIRIT_HEALER_TIME	0x2740	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1065	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_DENIED	0x2903	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1066	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_FORCE_SET_POSITION_AND_FACING	0x2900	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1067	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_MESSAGE	0x2880	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1068	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_NO_CORPSE	0x2716	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1069	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_PLAY_SPELL_VISUAL	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1070	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_AREA_TRIGGER_RE_PATH	0x28FD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1071	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_RE_SHAPE	0x2902	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1072	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_UNATTACH	0x2901	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1073	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_AREA_TRIGGER_UPDATE_DECAL_PROPERTIES	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1074	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ARENA_CLEAR_OPPONENTS	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1075	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ARENA_CROWD_CONTROL_SPELL_RESULT	0x2632	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1076	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ARENA_PREP_OPPONENT_SPECIALIZATIONS	0x2648	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1077	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ARTIFACT_ENDGAME_POWERS_REFUNDED	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1078	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_ARTIFACT_FORGE_ERROR	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1079	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
